"index" "risk" "risk_base" "risk_percent_diff" "risk_percent_point_diff" "risk_relative"
"81femalepostgraduate00011" 8.3 6.8 22 1.5 1.2
"81femalepostgraduate00100" 8.1 6.8 19 1.3 1.2
"81femalepostgraduate00101" 11.8 6.8 74 5 1.7
"81femalepostgraduate00110" 6.8 6.8 0 0 1
"81femalepostgraduate00111" 9.9 6.8 46 3.1 1.5
"81femalepostgraduate01000" 10.4 6.8 53 3.6 1.5
"81femalepostgraduate01001" 14.8 6.8 118 8 2.2
"81femalepostgraduate01010" 8.8 6.8 29 2 1.3
"81femalepostgraduate01011" 12.7 6.8 87 5.9 1.9
"81femalepostgraduate01100" 12.3 6.8 81 5.5 1.8
"81femalepostgraduate01101" 17.4 6.8 156 10.6 2.6
"81femalepostgraduate01110" 10.5 6.8 54 3.7 1.5
"81femalepostgraduate01111" 15 6.8 121 8.2 2.2
"81femalepostgraduate10000" 10.1 6.8 49 3.3 1.5
"81femalepostgraduate10001" 12.3 6.8 81 5.5 1.8
"81femalepostgraduate10010" 8.5 6.8 25 1.7 1.2
"81femalepostgraduate10011" 10.4 6.8 53 3.6 1.5
"81femalepostgraduate10100" 10.4 6.8 53 3.6 1.5
"81femalepostgraduate10101" 12.7 6.8 87 5.9 1.9
"81femalepostgraduate10110" 8.8 6.8 29 2 1.3
"81femalepostgraduate10111" 10.7 6.8 57 3.9 1.6
"81femalepostgraduate11000" 14.8 6.8 118 8 2.2
"81femalepostgraduate11001" 17.7 6.8 160 10.9 2.6
"81femalepostgraduate11010" 12.8 6.8 88 6 1.9
"81femalepostgraduate11011" 15.4 6.8 126 8.6 2.3
"81femalepostgraduate11100" 15.4 6.8 126 8.6 2.3
"81femalepostgraduate11101" 18.4 6.8 171 11.6 2.7
"81femalepostgraduate11110" 13.3 6.8 96 6.5 2
"81femalepostgraduate11111" 16 6.8 135 9.2 2.4
"81femalesecondary00000" 9.4 6.8 38 2.6 1.4
"81femalesecondary00001" 13.6 6.8 100 6.8 2
"81femalesecondary00010" 7.9 6.8 16 1.1 1.2
"81femalesecondary00011" 11.5 6.8 69 4.7 1.7
"81femalesecondary00100" 11.2 6.8 65 4.4 1.6
"81femalesecondary00101" 16 6.8 135 9.2 2.4
"81femalesecondary00110" 9.4 6.8 38 2.6 1.4
"81femalesecondary00111" 13.6 6.8 100 6.8 2
"81femalesecondary01000" 13.9 6.8 104 7.1 2
"81femalesecondary01001" 19.3 6.8 184 12.5 2.8
"81femalesecondary01010" 12 6.8 76 5.2 1.8
"81femalesecondary01011" 16.9 6.8 149 10.1 2.5
"81femalesecondary01100" 16.4 6.8 141 9.6 2.4
"81femalesecondary01101" 22.6 6.8 232 15.8 3.3
"81femalesecondary01110" 14.2 6.8 109 7.4 2.1
"81femalesecondary01111" 19.9 6.8 193 13.1 2.9
"81femalesecondary10000" 13.8 6.8 103 7 2
"81femalesecondary10001" 16.6 6.8 144 9.8 2.4
"81femalesecondary10010" 11.7 6.8 72 4.9 1.7
"81femalesecondary10011" 14.2 6.8 109 7.4 2.1
"81femalesecondary10100" 14.2 6.8 109 7.4 2.1
"81femalesecondary10101" 17.1 6.8 151 10.3 2.5
"81femalesecondary10110" 12.1 6.8 78 5.3 1.8
"81femalesecondary10111" 14.7 6.8 116 7.9 2.2
"81femalesecondary11000" 19.1 6.8 181 12.3 2.8
"81femalesecondary11001" 22.6 6.8 232 15.8 3.3
"81femalesecondary11010" 16.9 6.8 149 10.1 2.5
"81femalesecondary11011" 20.1 6.8 196 13.3 3
"81femalesecondary11100" 19.9 6.8 193 13.1 2.9
"81femalesecondary11101" 23.6 6.8 247 16.8 3.5
"81femalesecondary11110" 17.5 6.8 157 10.7 2.6
"81femalesecondary11111" 21 6.8 209 14.2 3.1
"81femaletertiary00000" 7.9 6.8 16 1.1 1.2
"81femaletertiary00001" 11.5 6.8 69 4.7 1.7
"81femaletertiary00010" 6.6 6.8 -3 -0.2 1
"81femaletertiary00011" 9.7 6.8 43 2.9 1.4
"81femaletertiary00100" 9.4 6.8 38 2.6 1.4
"81femaletertiary00101" 13.6 6.8 100 6.8 2
"81femaletertiary00110" 7.9 6.8 16 1.1 1.2
"81femaletertiary00111" 11.5 6.8 69 4.7 1.7
"81femaletertiary01000" 11.9 6.8 75 5.1 1.8
"81femaletertiary01001" 16.8 6.8 147 10 2.5
"81femaletertiary01010" 10.2 6.8 50 3.4 1.5
"81femaletertiary01011" 14.5 6.8 113 7.7 2.1
"81femaletertiary01100" 14.1 6.8 107 7.3 2.1
"81femaletertiary01101" 19.7 6.8 190 12.9 2.9
"81femaletertiary01110" 12.1 6.8 78 5.3 1.8
"81femaletertiary01111" 17.2 6.8 153 10.4 2.5
"81femaletertiary10000" 11.7 6.8 72 4.9 1.7
"81femaletertiary10001" 14.2 6.8 109 7.4 2.1
"81femaletertiary10010" 9.9 6.8 46 3.1 1.5
"81femaletertiary10011" 12 6.8 76 5.2 1.8
"81femaletertiary10100" 12.1 6.8 78 5.3 1.8
"81femaletertiary10101" 14.6 6.8 115 7.8 2.1
"81femaletertiary10110" 10.2 6.8 50 3.4 1.5
"81femaletertiary10111" 12.4 6.8 82 5.6 1.8
"81femaletertiary11000" 16.7 6.8 146 9.9 2.5
"81femaletertiary11001" 20 6.8 194 13.2 2.9
"81femaletertiary11010" 14.6 6.8 115 7.8 2.1
"81femaletertiary11011" 17.6 6.8 159 10.8 2.6
"81femaletertiary11100" 17.4 6.8 156 10.6 2.6
"81femaletertiary11101" 20.8 6.8 206 14 3.1
"81femaletertiary11110" 15.2 6.8 124 8.4 2.2
"81femaletertiary11111" 18.2 6.8 168 11.4 2.7
"81malebasic00000" 18.3 11.9 54 6.4 1.5
"81malebasic00001" 25.3 11.9 113 13.4 2.1
"81malebasic00010" 15.7 11.9 32 3.8 1.3
"81malebasic00011" 22.1 11.9 86 10.2 1.9
"81malebasic00100" 21.5 11.9 81 9.6 1.8
"81malebasic00101" 29.4 11.9 147 17.5 2.5
"81malebasic00110" 18.5 11.9 55 6.6 1.6
"81malebasic00111" 25.8 11.9 117 13.9 2.2
"81malebasic01000" 24.5 11.9 106 12.6 2.1
"81malebasic01001" 31.8 11.9 167 19.9 2.7
"81malebasic01010" 21.9 11.9 84 10 1.8
"81malebasic01011" 29.2 11.9 145 17.3 2.5
"81malebasic01100" 28.3 11.9 138 16.4 2.4
"81malebasic01101" 36.4 11.9 206 24.5 3.1
"81malebasic01110" 25.6 11.9 115 13.7 2.2
"81malebasic01111" 33.7 11.9 183 21.8 2.8
"81malebasic10000" 25.1 11.9 111 13.2 2.1
"81malebasic10001" 29.7 11.9 150 17.8 2.5
"81malebasic10010" 22.2 11.9 87 10.3 1.9
"81malebasic10011" 26.3 11.9 121 14.4 2.2
"81malebasic10100" 26.1 11.9 119 14.2 2.2
"81malebasic10101" 30.8 11.9 159 18.9 2.6
"81malebasic10110" 23 11.9 93 11.1 1.9
"81malebasic10111" 27.3 11.9 129 15.4 2.3
"81malebasic11000" 30.4 11.9 155 18.5 2.6
"81malebasic11001" 35 11.9 194 23.1 2.9
"81malebasic11010" 28.4 11.9 139 16.5 2.4
"81malebasic11011" 33 11.9 177 21.1 2.8
"81malebasic11100" 32.1 11.9 170 20.2 2.7
"81malebasic11101" 37 11.9 211 25.1 3.1
"81malebasic11110" 29.8 11.9 150 17.9 2.5
"81malebasic11111" 34.6 11.9 191 22.7 2.9
"81malepostgraduate00000" 11.9 11.9 0 0 1
"81malepostgraduate00001" 17 11.9 43 5.1 1.4
"81malepostgraduate00010" 10 11.9 -16 -1.9 0.8
"81malepostgraduate00011" 14.5 11.9 22 2.6 1.2
"81malepostgraduate00100" 14.1 11.9 18 2.2 1.2
"81malepostgraduate00101" 20 11.9 68 8.1 1.7
"81malepostgraduate00110" 11.9 11.9 0 0 1
"81malepostgraduate00111" 17.1 11.9 44 5.2 1.4
"81malepostgraduate01000" 17.4 11.9 46 5.5 1.5
"81malepostgraduate01001" 24 11.9 102 12.1 2
"81malepostgraduate01010" 15 11.9 26 3.1 1.3
"81malepostgraduate01011" 21.1 11.9 77 9.2 1.8
"81malepostgraduate01100" 20.4 11.9 71 8.5 1.7
"81malepostgraduate01101" 27.9 11.9 134 16 2.3
"81malepostgraduate01110" 17.7 11.9 49 5.8 1.5
"81malepostgraduate01111" 24.6 11.9 107 12.7 2.1
"81malepostgraduate10000" 17.2 11.9 45 5.3 1.4
"81malepostgraduate10001" 20.7 11.9 74 8.8 1.7
"81malepostgraduate10010" 14.7 11.9 24 2.8 1.2
"81malepostgraduate10011" 17.8 11.9 50 5.9 1.5
"81malepostgraduate10100" 17.8 11.9 50 5.9 1.5
"81malepostgraduate10101" 21.4 11.9 80 9.5 1.8
"81malepostgraduate10110" 15.2 11.9 28 3.3 1.3
"81malepostgraduate10111" 18.3 11.9 54 6.4 1.5
"81malepostgraduate11000" 23.7 11.9 99 11.8 2
"81malepostgraduate11001" 27.9 11.9 134 16 2.3
"81malepostgraduate11010" 21 11.9 76 9.1 1.8
"81malepostgraduate11011" 24.9 11.9 109 13 2.1
"81malepostgraduate11100" 24.7 11.9 108 12.8 2.1
"81malepostgraduate11101" 29.1 11.9 145 17.2 2.4
"81malepostgraduate11110" 21.8 11.9 83 9.9 1.8
"81malepostgraduate11111" 25.9 11.9 118 14 2.2
"81malesecondary00000" 16.1 11.9 35 4.2 1.4
"81malesecondary00001" 22.6 11.9 90 10.7 1.9
"81malesecondary00010" 13.7 11.9 15 1.8 1.2
"81malesecondary00011" 19.5 11.9 64 7.6 1.6
"81malesecondary00100" 19 11.9 60 7.1 1.6
"81malesecondary00101" 26.4 11.9 122 14.5 2.2
"81malesecondary00110" 16.2 11.9 36 4.3 1.4
"81malesecondary00111" 22.9 11.9 92 11 1.9
"81malesecondary01000" 22.5 11.9 89 10.6 1.9
"81malesecondary01001" 29.9 11.9 151 18 2.5
"81malesecondary01010" 19.8 11.9 66 7.9 1.7
"81malesecondary01011" 27 11.9 127 15.1 2.3
"81malesecondary01100" 26.2 11.9 120 14.3 2.2
"81malesecondary01101" 34.4 11.9 189 22.5 2.9
"81malesecondary01110" 23.2 11.9 95 11.3 1.9
"81malesecondary01111" 31.2 11.9 162 19.3 2.6
"81malesecondary10000" 22.7 11.9 91 10.8 1.9
"81malesecondary10001" 26.9 11.9 126 15 2.3
"81malesecondary10010" 19.7 11.9 66 7.8 1.7
"81malesecondary10011" 23.6 11.9 98 11.7 2
"81malesecondary10100" 23.5 11.9 97 11.6 2
"81malesecondary10101" 27.9 11.9 134 16 2.3
"81malesecondary10110" 20.4 11.9 71 8.5 1.7
"81malesecondary10111" 24.4 11.9 105 12.5 2.1
"81malesecondary11000" 29 11.9 144 17.1 2.4
"81malesecondary11001" 33.7 11.9 183 21.8 2.8
"81malesecondary11010" 26.5 11.9 123 14.6 2.2
"81malesecondary11011" 31 11.9 161 19.1 2.6
"81malesecondary11100" 30.5 11.9 156 18.6 2.6
"81malesecondary11101" 35.3 11.9 197 23.4 3
"81malesecondary11110" 27.7 11.9 133 15.8 2.3
"81malesecondary11111" 32.4 11.9 172 20.5 2.7
"81maletertiary00000" 13.7 11.9 15 1.8 1.2
"81maletertiary00001" 19.5 11.9 64 7.6 1.6
"81maletertiary00010" 11.6 11.9 -3 -0.3 1
"81maletertiary00011" 16.7 11.9 40 4.8 1.4
"81maletertiary00100" 16.2 11.9 36 4.3 1.4
"81maletertiary00101" 22.9 11.9 92 11 1.9
"81maletertiary00110" 13.8 11.9 16 1.9 1.2
"81maletertiary00111" 19.6 11.9 65 7.7 1.6
"81maletertiary01000" 19.7 11.9 66 7.8 1.7
"81maletertiary01001" 26.7 11.9 124 14.8 2.2
"81maletertiary01010" 17.2 11.9 45 5.3 1.4
"81maletertiary01011" 23.8 11.9 100 11.9 2
"81maletertiary01100" 23 11.9 93 11.1 1.9
"81maletertiary01101" 31 11.9 161 19.1 2.6
"81maletertiary01110" 20.2 11.9 70 8.3 1.7
"81maletertiary01111" 27.6 11.9 132 15.7 2.3
"81maletertiary10000" 19.7 11.9 66 7.8 1.7
"81maletertiary10001" 23.5 11.9 97 11.6 2
"81maletertiary10010" 16.9 11.9 42 5 1.4
"81maletertiary10011" 20.4 11.9 71 8.5 1.7
"81maletertiary10100" 20.3 11.9 71 8.4 1.7
"81maletertiary10101" 24.3 11.9 104 12.4 2
"81maletertiary10110" 17.5 11.9 47 5.6 1.5
"81maletertiary10111" 21 11.9 76 9.1 1.8
"81maletertiary11000" 26.2 11.9 120 14.3 2.2
"81maletertiary11001" 30.7 11.9 158 18.8 2.6
"81maletertiary11010" 23.5 11.9 97 11.6 2
"81maletertiary11011" 27.8 11.9 134 15.9 2.3
"81maletertiary11100" 27.4 11.9 130 15.5 2.3
"81maletertiary11101" 32.1 11.9 170 20.2 2.7
"81maletertiary11110" 24.5 11.9 106 12.6 2.1
"81maletertiary11111" 29 11.9 144 17.1 2.4
"82femalebasic00000" 11.3 7.1 59 4.2 1.6
"82femalebasic00001" 16.1 7.1 127 9 2.3
"82femalebasic00010" 9.6 7.1 35 2.5 1.4
"82femalebasic00011" 13.8 7.1 94 6.7 1.9
"82femalebasic00100" 13.5 7.1 90 6.4 1.9
"82femalebasic00101" 19 7.1 168 11.9 2.7
"82femalebasic00110" 11.4 7.1 61 4.3 1.6
"82femalebasic00111" 16.3 7.1 130 9.2 2.3
"82femalebasic01000" 16.1 7.1 127 9 2.3
"82femalebasic01001" 21.8 7.1 207 14.7 3.1
"82femalebasic01010" 14 7.1 97 6.9 2
"82femalebasic01011" 19.4 7.1 173 12.3 2.7
"82femalebasic01100" 18.9 7.1 166 11.8 2.7
"82femalebasic01101" 25.4 7.1 258 18.3 3.6
"82femalebasic01110" 16.6 7.1 134 9.5 2.3
"82femalebasic01111" 22.7 7.1 220 15.6 3.2
"82femalebasic10000" 16.2 7.1 128 9.1 2.3
"82femalebasic10001" 19.4 7.1 173 12.3 2.7
"82femalebasic10010" 13.9 7.1 96 6.8 2
"82femalebasic10011" 16.8 7.1 137 9.7 2.4
"82femalebasic10100" 16.8 7.1 137 9.7 2.4
"82femalebasic10101" 20.1 7.1 183 13 2.8
"82femalebasic10110" 14.4 7.1 103 7.3 2
"82femalebasic10111" 17.4 7.1 145 10.3 2.5
"82femalebasic11000" 21.1 7.1 197 14 3
"82femalebasic11001" 24.9 7.1 251 17.8 3.5
"82femalebasic11010" 19 7.1 168 11.9 2.7
"82femalebasic11011" 22.6 7.1 218 15.5 3.2
"82femalebasic11100" 22.3 7.1 214 15.2 3.1
"82femalebasic11101" 26.2 7.1 269 19.1 3.7
"82femalebasic11110" 20 7.1 182 12.9 2.8
"82femalebasic11111" 23.7 7.1 234 16.6 3.3
"82femalepostgraduate00000" 7.1 7.1 0 0 1
"82femalepostgraduate00001" 10.4 7.1 46 3.3 1.5
"82femalepostgraduate00010" 6 7.1 -15 -1.1 0.8
"82femalepostgraduate00011" 8.7 7.1 23 1.6 1.2
"82femalepostgraduate00100" 8.5 7.1 20 1.4 1.2
"82femalepostgraduate00101" 12.4 7.1 75 5.3 1.7
"82femalepostgraduate00110" 7.1 7.1 0 0 1
"82femalepostgraduate00111" 10.4 7.1 46 3.3 1.5
"82femalepostgraduate01000" 10.8 7.1 52 3.7 1.5
"82femalepostgraduate01001" 15.4 7.1 117 8.3 2.2
"82femalepostgraduate01010" 9.2 7.1 30 2.1 1.3
"82femalepostgraduate01011" 13.2 7.1 86 6.1 1.9
"82femalepostgraduate01100" 12.9 7.1 82 5.8 1.8
"82femalepostgraduate01101" 18.1 7.1 155 11 2.5
"82femalepostgraduate01110" 11 7.1 55 3.9 1.5
"82femalepostgraduate01111" 15.6 7.1 120 8.5 2.2
"82femalepostgraduate10000" 10.6 7.1 49 3.5 1.5
"82femalepostgraduate10001" 12.8 7.1 80 5.7 1.8
"82femalepostgraduate10010" 8.9 7.1 25 1.8 1.3
"82femalepostgraduate10011" 10.8 7.1 52 3.7 1.5
"82femalepostgraduate10100" 10.9 7.1 54 3.8 1.5
"82femalepostgraduate10101" 13.3 7.1 87 6.2 1.9
"82femalepostgraduate10110" 9.2 7.1 30 2.1 1.3
"82femalepostgraduate10111" 11.2 7.1 58 4.1 1.6
"82femalepostgraduate11000" 15.3 7.1 115 8.2 2.2
"82femalepostgraduate11001" 18.3 7.1 158 11.2 2.6
"82femalepostgraduate11010" 13.2 7.1 86 6.1 1.9
"82femalepostgraduate11011" 16 7.1 125 8.9 2.3
"82femalepostgraduate11100" 15.9 7.1 124 8.8 2.2
"82femalepostgraduate11101" 19.1 7.1 169 12 2.7
"82femalepostgraduate11110" 13.8 7.1 94 6.7 1.9
"82femalepostgraduate11111" 16.6 7.1 134 9.5 2.3
"82femalesecondary00000" 9.9 7.1 39 2.8 1.4
"82femalesecondary00001" 14.2 7.1 100 7.1 2
"82femalesecondary00010" 8.3 7.1 17 1.2 1.2
"82femalesecondary00011" 12 7.1 69 4.9 1.7
"82femalesecondary00100" 11.7 7.1 65 4.6 1.6
"82femalesecondary00101" 16.8 7.1 137 9.7 2.4
"82femalesecondary00110" 9.9 7.1 39 2.8 1.4
"82femalesecondary00111" 14.3 7.1 101 7.2 2
"82femalesecondary01000" 14.4 7.1 103 7.3 2
"82femalesecondary01001" 20 7.1 182 12.9 2.8
"82femalesecondary01010" 12.5 7.1 76 5.4 1.8
"82femalesecondary01011" 17.5 7.1 146 10.4 2.5
"82femalesecondary01100" 17 7.1 139 9.9 2.4
"82femalesecondary01101" 23.4 7.1 230 16.3 3.3
"82femalesecondary01110" 14.7 7.1 107 7.6 2.1
"82femalesecondary01111" 20.6 7.1 190 13.5 2.9
"82femalesecondary10000" 14.3 7.1 101 7.2 2
"82femalesecondary10001" 17.2 7.1 142 10.1 2.4
"82femalesecondary10010" 12.2 7.1 72 5.1 1.7
"82femalesecondary10011" 14.8 7.1 108 7.7 2.1
"82femalesecondary10100" 14.8 7.1 108 7.7 2.1
"82femalesecondary10101" 17.9 7.1 152 10.8 2.5
"82femalesecondary10110" 12.6 7.1 77 5.5 1.8
"82femalesecondary10111" 15.3 7.1 115 8.2 2.2
"82femalesecondary11000" 19.6 7.1 176 12.5 2.8
"82femalesecondary11001" 23.2 7.1 227 16.1 3.3
"82femalesecondary11010" 17.3 7.1 144 10.2 2.4
"82femalesecondary11011" 20.7 7.1 192 13.6 2.9
"82femalesecondary11100" 20.5 7.1 189 13.4 2.9
"82femalesecondary11101" 24.3 7.1 242 17.2 3.4
"82femalesecondary11110" 18.1 7.1 155 11 2.5
"82femalesecondary11111" 21.6 7.1 204 14.5 3
"82femaletertiary00000" 8.3 7.1 17 1.2 1.2
"82femaletertiary00001" 12.1 7.1 70 5 1.7
"82femaletertiary00010" 7 7.1 -1 -0.1 1
"82femaletertiary00011" 10.2 7.1 44 3.1 1.4
"82femaletertiary00100" 9.9 7.1 39 2.8 1.4
"82femaletertiary00101" 14.3 7.1 101 7.2 2
"82femaletertiary00110" 8.3 7.1 17 1.2 1.2
"82femaletertiary00111" 12.1 7.1 70 5 1.7
"82femaletertiary01000" 12.4 7.1 75 5.3 1.7
"82femaletertiary01001" 17.4 7.1 145 10.3 2.5
"82femaletertiary01010" 10.6 7.1 49 3.5 1.5
"82femaletertiary01011" 15.1 7.1 113 8 2.1
"82femaletertiary01100" 14.7 7.1 107 7.6 2.1
"82femaletertiary01101" 20.5 7.1 189 13.4 2.9
"82femaletertiary01110" 12.6 7.1 77 5.5 1.8
"82femaletertiary01111" 17.8 7.1 151 10.7 2.5
"82femaletertiary10000" 12.2 7.1 72 5.1 1.7
"82femaletertiary10001" 14.8 7.1 108 7.7 2.1
"82femaletertiary10010" 10.3 7.1 45 3.2 1.5
"82femaletertiary10011" 12.5 7.1 76 5.4 1.8
"82femaletertiary10100" 12.6 7.1 77 5.5 1.8
"82femaletertiary10101" 15.3 7.1 115 8.2 2.2
"82femaletertiary10110" 10.7 7.1 51 3.6 1.5
"82femaletertiary10111" 13 7.1 83 5.9 1.8
"82femaletertiary11000" 17.3 7.1 144 10.2 2.4
"82femaletertiary11001" 20.6 7.1 190 13.5 2.9
"82femaletertiary11010" 15.1 7.1 113 8 2.1
"82femaletertiary11011" 18.1 7.1 155 11 2.5
"82femaletertiary11100" 18 7.1 154 10.9 2.5
"82femaletertiary11101" 21.5 7.1 203 14.4 3
"82femaletertiary11110" 15.7 7.1 121 8.6 2.2
"82femaletertiary11111" 18.8 7.1 165 11.7 2.6
"82malebasic00000" 19 12.4 53 6.6 1.5
"82malebasic00001" 26.2 12.4 111 13.8 2.1
"82malebasic00010" 16.4 12.4 32 4 1.3
"82malebasic00011" 22.9 12.4 85 10.5 1.8
"82malebasic00100" 22.3 12.4 80 9.9 1.8
"82malebasic00101" 30.4 12.4 145 18 2.5
"82malebasic00110" 19.3 12.4 56 6.9 1.6
"82malebasic00111" 26.7 12.4 115 14.3 2.2
"82malebasic01000" 25 12.4 102 12.6 2
"82malebasic01001" 32.3 12.4 160 19.9 2.6
"82malebasic01010" 22.5 12.4 81 10.1 1.8
"82malebasic01011" 29.8 12.4 140 17.4 2.4
"82malebasic01100" 29.1 12.4 135 16.7 2.3
"82malebasic01101" 37 12.4 198 24.6 3
"82malebasic01110" 26.3 12.4 112 13.9 2.1
"82malebasic01111" 34.3 12.4 177 21.9 2.8
"82malebasic10000" 25.9 12.4 109 13.5 2.1
"82malebasic10001" 30.4 12.4 145 18 2.5
"82malebasic10010" 22.8 12.4 84 10.4 1.8
"82malebasic10011" 27.1 12.4 119 14.7 2.2
"82malebasic10100" 27 12.4 118 14.6 2.2
"82malebasic10101" 31.7 12.4 156 19.3 2.6
"82malebasic10110" 23.7 12.4 91 11.3 1.9
"82malebasic10111" 28.1 12.4 127 15.7 2.3
"82malebasic11000" 30.7 12.4 148 18.3 2.5
"82malebasic11001" 35.3 12.4 185 22.9 2.8
"82malebasic11010" 28.7 12.4 131 16.3 2.3
"82malebasic11011" 33.3 12.4 169 20.9 2.7
"82malebasic11100" 32.6 12.4 163 20.2 2.6
"82malebasic11101" 37.4 12.4 202 25 3
"82malebasic11110" 30.3 12.4 144 17.9 2.4
"82malebasic11111" 35.1 12.4 183 22.7 2.8
"82malepostgraduate00000" 12.4 12.4 0 0 1
"82malepostgraduate00001" 17.8 12.4 44 5.4 1.4
"82malepostgraduate00010" 10.5 12.4 -15 -1.9 0.8
"82malepostgraduate00011" 15.1 12.4 22 2.7 1.2
"82malepostgraduate00100" 14.7 12.4 19 2.3 1.2
"82malepostgraduate00101" 20.9 12.4 69 8.5 1.7
"82malepostgraduate00110" 12.5 12.4 1 0.1 1
"82malepostgraduate00111" 17.9 12.4 44 5.5 1.4
"82malepostgraduate01000" 18.1 12.4 46 5.7 1.5
"82malepostgraduate01001" 24.7 12.4 99 12.3 2
"82malepostgraduate01010" 15.6 12.4 26 3.2 1.3
"82malepostgraduate01011" 21.8 12.4 76 9.4 1.8
"82malepostgraduate01100" 21.2 12.4 71 8.8 1.7
"82malepostgraduate01101" 28.8 12.4 132 16.4 2.3
"82malepostgraduate01110" 18.4 12.4 48 6 1.5
"82malepostgraduate01111" 25.5 12.4 106 13.1 2.1
"82malepostgraduate10000" 17.9 12.4 44 5.5 1.4
"82malepostgraduate10001" 21.5 12.4 73 9.1 1.7
"82malepostgraduate10010" 15.3 12.4 23 2.9 1.2
"82malepostgraduate10011" 18.5 12.4 49 6.1 1.5
"82malepostgraduate10100" 18.5 12.4 49 6.1 1.5
"82malepostgraduate10101" 22.2 12.4 79 9.8 1.8
"82malepostgraduate10110" 15.8 12.4 27 3.4 1.3
"82malepostgraduate10111" 19.1 12.4 54 6.7 1.5
"82malepostgraduate11000" 24.3 12.4 96 11.9 2
"82malepostgraduate11001" 28.5 12.4 130 16.1 2.3
"82malepostgraduate11010" 21.6 12.4 74 9.2 1.7
"82malepostgraduate11011" 25.6 12.4 106 13.2 2.1
"82malepostgraduate11100" 25.4 12.4 105 13 2
"82malepostgraduate11101" 29.9 12.4 141 17.5 2.4
"82malepostgraduate11110" 22.5 12.4 81 10.1 1.8
"82malepostgraduate11111" 26.7 12.4 115 14.3 2.2
"82malesecondary00000" 16.8 12.4 35 4.4 1.4
"82malesecondary00001" 23.5 12.4 90 11.1 1.9
"82malesecondary00010" 14.3 12.4 15 1.9 1.2
"82malesecondary00011" 20.3 12.4 64 7.9 1.6
"82malesecondary00100" 19.8 12.4 60 7.4 1.6
"82malesecondary00101" 27.4 12.4 121 15 2.2
"82malesecondary00110" 17 12.4 37 4.6 1.4
"82malesecondary00111" 23.8 12.4 92 11.4 1.9
"82malesecondary01000" 23.1 12.4 86 10.7 1.9
"82malesecondary01001" 30.6 12.4 147 18.2 2.5
"82malesecondary01010" 20.5 12.4 65 8.1 1.7
"82malesecondary01011" 27.6 12.4 123 15.2 2.2
"82malesecondary01100" 27 12.4 118 14.6 2.2
"82malesecondary01101" 35.2 12.4 184 22.8 2.8
"82malesecondary01110" 24 12.4 94 11.6 1.9
"82malesecondary01111" 32 12.4 158 19.6 2.6
"82malesecondary10000" 23.4 12.4 89 11 1.9
"82malesecondary10001" 27.8 12.4 124 15.4 2.2
"82malesecondary10010" 20.4 12.4 65 8 1.6
"82malesecondary10011" 24.4 12.4 97 12 2
"82malesecondary10100" 24.4 12.4 97 12 2
"82malesecondary10101" 28.9 12.4 133 16.5 2.3
"82malesecondary10110" 21.1 12.4 70 8.7 1.7
"82malesecondary10111" 25.2 12.4 103 12.8 2
"82malesecondary11000" 29.5 12.4 138 17.1 2.4
"82malesecondary11001" 34.2 12.4 176 21.8 2.8
"82malesecondary11010" 27 12.4 118 14.6 2.2
"82malesecondary11011" 31.6 12.4 155 19.2 2.5
"82malesecondary11100" 31.1 12.4 151 18.7 2.5
"82malesecondary11101" 36 12.4 190 23.6 2.9
"82malesecondary11110" 28.3 12.4 128 15.9 2.3
"82malesecondary11111" 33.1 12.4 167 20.7 2.7
"82maletertiary00000" 14.4 12.4 16 2 1.2
"82maletertiary00001" 20.3 12.4 64 7.9 1.6
"82maletertiary00010" 12.2 12.4 -2 -0.2 1
"82maletertiary00011" 17.4 12.4 40 5 1.4
"82maletertiary00100" 17 12.4 37 4.6 1.4
"82maletertiary00101" 23.8 12.4 92 11.4 1.9
"82maletertiary00110" 14.4 12.4 16 2 1.2
"82maletertiary00111" 20.5 12.4 65 8.1 1.7
"82maletertiary01000" 20.4 12.4 65 8 1.6
"82maletertiary01001" 27.5 12.4 122 15.1 2.2
"82maletertiary01010" 17.8 12.4 44 5.4 1.4
"82maletertiary01011" 24.5 12.4 98 12.1 2
"82maletertiary01100" 23.9 12.4 93 11.5 1.9
"82maletertiary01101" 31.8 12.4 156 19.4 2.6
"82maletertiary01110" 20.9 12.4 69 8.5 1.7
"82maletertiary01111" 28.5 12.4 130 16.1 2.3
"82maletertiary10000" 20.4 12.4 65 8 1.6
"82maletertiary10001" 24.3 12.4 96 11.9 2
"82maletertiary10010" 17.6 12.4 42 5.2 1.4
"82maletertiary10011" 21.1 12.4 70 8.7 1.7
"82maletertiary10100" 21.1 12.4 70 8.7 1.7
"82maletertiary10101" 25.2 12.4 103 12.8 2
"82maletertiary10110" 18.2 12.4 47 5.8 1.5
"82maletertiary10111" 21.8 12.4 76 9.4 1.8
"82maletertiary11000" 26.8 12.4 116 14.4 2.2
"82maletertiary11001" 31.3 12.4 152 18.9 2.5
"82maletertiary11010" 24.1 12.4 94 11.7 1.9
"82maletertiary11011" 28.4 12.4 129 16 2.3
"82maletertiary11100" 28.1 12.4 127 15.7 2.3
"82maletertiary11101" 32.9 12.4 165 20.5 2.7
"82maletertiary11110" 25.2 12.4 103 12.8 2
"82maletertiary11111" 29.7 12.4 140 17.3 2.4
"83femalebasic00000" 11.9 7.5 59 4.4 1.6
